iter	RMSE
0	0.02643559395
1	0.0262729938
2	0.02600256534
3	0.0258199123
4	0.02559542164
5	0.02538612349
6	0.02514654497
7	0.02496015294
8	0.024700089
9	0.02449466288
10	0.02426386368
11	0.02409376729
12	0.02387630245
13	0.02369300214
14	0.02349574394
15	0.0232461976
16	0.02304795552
17	0.02289684632
18	0.02272141127
19	0.0225445575
20	0.0223258721
21	0.02215512892
22	0.0219488848
23	0.02176125465
24	0.02149636097
25	0.02131114255
26	0.02113644398
27	0.02098774042
28	0.02084202814
29	0.02067558991
30	0.02048630597
31	0.02036909179
32	0.02018092764
33	0.02001641314
34	0.01983342015
35	0.01966374961
36	0.01946165993
37	0.01930750765
38	0.01917066279
39	0.01899025755
40	0.01887698858
41	0.01865472053
42	0.01850750892
43	0.01835791679
44	0.0182111502
45	0.018043968
46	0.01791535362
47	0.01776256906
48	0.01763414906
49	0.01741962509
50	0.01722151217
51	0.01710580382
52	0.01695074054
53	0.01679597483
54	0.01668210971
55	0.01656351229
56	0.01643026383
57	0.01630705939
58	0.01613423523
59	0.01600545421
60	0.01587452753
61	0.01571417366
62	0.0155952857
63	0.01548074985
64	0.01536827618
65	0.01525066612
66	0.0151034257
67	0.01499829705
68	0.01489432545
69	0.01477846315
70	0.01466861213
71	0.01453859845
72	0.01443867831
73	0.0143405239
74	0.01423822405
75	0.0141153241
76	0.01400827783
77	0.01390080516
78	0.01377306856
79	0.01367835277
80	0.0135613482
81	0.01344567334
82	0.0132847462
83	0.01317357877
84	0.01305965291
85	0.01295616703
86	0.01285954163
87	0.01275086921
88	0.01263880055
89	0.01254478713
90	0.01247142882
91	0.01236504175
92	0.01224516539
93	0.01215306591
94	0.0120432535
95	0.01194588166
96	0.01186205169
97	0.01178207584
98	0.01169353669
99	0.01157362409
100	0.01148709155
101	0.01141101044
102	0.01132308573
103	0.01120841424
104	0.01112656
105	0.01103974141
106	0.0109506046
107	0.01084407946
108	0.01075769201
109	0.01068494796
110	0.01059851583
111	0.01050108359
112	0.01042585583
113	0.01031195779
114	0.01022388178
115	0.01015946463
116	0.01008977918
117	0.01000833286
118	0.00993647087
119	0.009873047518
120	0.009814606462
121	0.009734948274
122	0.009679339786
123	0.009596206232
124	0.009515180841
125	0.009448691807
126	0.009358122324
127	0.009283165255
128	0.009219101215
129	0.009148278445
130	0.009086855341
131	0.009010610538
132	0.008938441086
133	0.008883310994
134	0.008791425093
135	0.008734279442
136	0.008654002108
137	0.008593762145
138	0.008505172631
139	0.00844867593
140	0.008395879127
141	0.008340163326
142	0.008272788547
143	0.008218213917
144	0.008129114811
145	0.00807093855
146	0.008007894786
147	0.007944100211
148	0.007879097192
149	0.007827424936
150	0.007770896004
151	0.007713506289
152	0.007651405391
153	0.007601943005
154	0.007549621247
155	0.007473485991
156	0.007420070529
157	0.007362802668
158	0.007305716957
159	0.007252613892
160	0.007200631871
161	0.007140879718
162	0.007074904996
163	0.007031774047
164	0.006964864484
165	0.006911267582
166	0.006843027176
167	0.006797981147
168	0.006747826511
169	0.006696429193
170	0.006656467547
171	0.006605303813
172	0.006567082043
173	0.006517226935
174	0.00647522779
175	0.006426636544
176	0.006376817151
177	0.006322370535
178	0.006275754651
179	0.006226019208
180	0.006180546898
181	0.006134625249
182	0.006088723819
183	0.006038460641
184	0.005985286994
185	0.005937769365
186	0.005900436521
187	0.00583927047
188	0.005801064603
189	0.005752048811
190	0.005711923767
191	0.005671459646
192	0.005631349038
193	0.005592733114
194	0.005549318523
195	0.005509633215
196	0.005465627633
197	0.005434033863
198	0.005402721226
199	0.00536446114
200	0.005316339508
201	0.005280811138
202	0.005248572022
203	0.005193986327
204	0.005147827515
205	0.005115083176
206	0.005066945468
207	0.005030481525
208	0.004992962336
209	0.004955281783
210	0.004919783116
211	0.004886576691
212	0.004856470888
213	0.004827855682
214	0.004800178743
215	0.004771298128
216	0.004734772939
217	0.004693619415
218	0.004665931379
219	0.004638750812
220	0.004605362857
221	0.004565749776
222	0.004539931469
223	0.004512886375
224	0.004480057292
225	0.004449851658
226	0.004403925329
227	0.004378491006
228	0.004353959477
229	0.004323733788
230	0.004298911723
231	0.004274476933
232	0.004245946493
233	0.004214262333
234	0.00418384338
235	0.004149277127
236	0.004118522957
237	0.004076437226
238	0.004052704112
239	0.004028195611
240	0.004006907278
241	0.003966691361
242	0.003944291792
243	0.003914579943
244	0.003892211482
245	0.003864932426
246	0.003825815811
247	0.00380293319
248	0.003764590923
249	0.003744110705
250	0.00372295282
251	0.003698847078
252	0.00366173577
253	0.003640207844
254	0.003615826925
255	0.003595558463
256	0.003575175646
257	0.00355419967
258	0.003528091697
259	0.003509743448
260	0.003484038581
261	0.003464644379
262	0.003430209173
263	0.003401927498
264	0.003382101236
265	0.00335927437
266	0.003340395301
267	0.003321753527
268	0.003299542864
269	0.003277555104
270	0.003258639222
271	0.003239469391
272	0.003220334349
273	0.003197396461
274	0.003176203177
275	0.003159187457
276	0.00314100802
277	0.003123176279
278	0.003101775351
279	0.003083617711
280	0.003067431141
281	0.003050296882
282	0.003033748419
283	0.003013722127
284	0.002991875409
285	0.002974621576
286	0.002959234921
287	0.00294283515
288	0.002926592775
289	0.002910317047
290	0.002893321765
291	0.002876688691
292	0.002861173308
293	0.002845296219
294	0.002824763796
295	0.002808364161
296	0.002792260446
297	0.002776394926
298	0.002760870438
299	0.002745177395
300	0.002729522752
301	0.002713935777
302	0.002698422466
303	0.002683040577
304	0.002664119532
305	0.002646532074
306	0.002631661112
307	0.002616495531
308	0.002602070792
309	0.002587390824
310	0.002573144052
311	0.002559377501
312	0.002545300604
313	0.002531045581
314	0.002516504042
315	0.002502255295
316	0.002488394768
317	0.002474217694
318	0.002460267373
319	0.002446371816
320	0.002432566835
321	0.002418880177
322	0.002406131209
323	0.002392608739
324	0.00237952223
325	0.002365738445
326	0.002349804391
327	0.002333057124
328	0.002320942175
329	0.002308016951
330	0.002296213542
331	0.002283362059
332	0.002270624875
333	0.002257720109
334	0.002241957849
335	0.002229417585
336	0.00221702016
337	0.002204677413
338	0.002192634811
339	0.002180719321
340	0.0021686703
341	0.002156627758
342	0.00214492938
343	0.002133123567
344	0.002121568837
345	0.002109886907
346	0.002098473392
347	0.00208697299
348	0.002075701093
349	0.002064232915
350	0.002053099198
351	0.002042035031
352	0.002030838224
353	0.002019995449
354	0.002008880501
355	0.001997541628
356	0.001986556212
357	0.001975880587
358	0.001965088089
359	0.001954364604
360	0.00194365086
361	0.001933231798
362	0.001922652483
363	0.001912136681
364	0.001901688677
365	0.001891519944
366	0.001881200472
367	0.001871156116
368	0.001861174582
369	0.001851093672
370	0.001841233838
371	0.00183143571
372	0.001821485163
373	0.001811806923
374	0.001802189289
375	0.001792631896
376	0.001782919013
377	0.001773064022
378	0.001763678793
379	0.00175413033
380	0.001744859294
381	0.001735441062
382	0.001726067449
383	0.001716730271
384	0.0017074727
385	0.001698478957
386	0.001689541665
387	0.001680660487
388	0.001671621251
389	0.001662653445
390	0.00165372802
391	0.001644859863
392	0.001636107274
393	0.001627351771
394	0.001618652467
395	0.001610187599
396	0.001601594219
397	0.001593232402
398	0.001584743677
399	0.001576309504
400	0.00156792954
401	0.001559603449
402	0.001551330895
403	0.001543164696
404	0.001534936478
405	0.001526759502
406	0.001518633457
407	0.00151061275
408	0.001502585598
409	0.001494608485
410	0.001486789156
411	0.001478909481
412	0.001471133191
413	0.001463349512
414	0.001455614432
415	0.00144792766
416	0.001440340344
417	0.001432747321
418	0.001425254462
419	0.001417754088
420	0.001410300638
421	0.001402893832
422	0.001395533392
423	0.001388199964
424	0.001380925438
425	0.001373696479
426	0.001366512817
427	0.001359374181
428	0.001350636854
429	0.001343588877
430	0.001334829517
431	0.00132736362
432	0.001319945102
433	0.001313064807
434	0.001305731344
435	0.001298444362
436	0.001291203541
437	0.001284478869
438	0.001277320906
439	0.001270208233
440	0.001263140542
441	0.001256117528
442	0.001249138886
443	0.001242204317
444	0.001235313522
445	0.001228466207
446	0.001222071137
447	0.001215301898
448	0.001208575329
449	0.001201891143
450	0.001195249057
451	0.001188648789
452	0.00118209006
453	0.001175572593
454	0.001169096115
455	0.001162660354
456	0.001156265039
457	0.001149909903
458	0.001143594682
459	0.001137319112
460	0.001131397491
461	0.00112519317
462	0.001119027775
463	0.001112901053
464	0.001106458407
465	0.001100700856
466	0.001094679969
467	0.001088696803
468	0.001083036244
469	0.001077120832
470	0.001070893056
471	0.001064706528
472	0.001059174495
473	0.001053395869
474	0.001047927618
475	0.0010422143
476	0.001036199727
477	0.001030224947
478	0.001024880721
479	0.001019299224
480	0.001013752574
481	0.001007913907
482	0.00100268906
483	0.0009969185163
484	0.0009917555256
485	0.0009863640442
486	0.0009810061766
487	0.0009753669055
488	0.0009703190971
489	0.0009650530659
490	0.0009595108453
491	0.0009545492373
492	0.0009493733841
493	0.0009442297559
494	0.0009388133856
495	0.000933962287
496	0.0009289066453
497	0.0009235833673
498	0.0009182951589
499	0.0009135537779
500	0.0009086139523
501	0.0009037048335
502	0.0008985364781
503	0.0008939005447
504	0.0008890752058
505	0.0008839955646
506	0.0008794386417
507	0.0008746955862
508	0.0008697031064
509	0.0008652238287
510	0.0008605615896
511	0.0008559282938
512	0.0008515235534
513	0.0008469421511
514	0.0008421145103
515	0.0008373186211
516	0.0008330133784
517	0.0008285364438
518	0.0008238227534
519	0.0008195908107
520	0.0008151899816
521	0.0008108164478
522	0.0008062092076
523	0.0008020710999
524	0.0007977718575
525	0.0007934992749
526	0.0007889960018
527	0.0007849495914
528	0.0007807495339
529	0.0007763233615
530	0.0007723458005
531	0.0007682169926
532	0.0007638665926
533	0.0007599567089
534	0.0007558978996
535	0.0007516219688
536	0.0007477786122
537	0.0007437885749
538	0.0007398232697
539	0.0007356436919
540	0.0007318854121
541	0.0007279872565
542	0.0007238792029
543	0.0007201848694
544	0.0007163526916
545	0.0007123149393
546	0.0007086834715
547	0.0007049161219
548	0.0007011721275
549	0.0006972252863
550	0.000693674163
551	0.0006899934763
552	0.0006861141731
553	0.0006826234909
554	0.0006790050133
555	0.0006754089764
556	0.0006716169735
557	0.0006682035001
558	0.0006646682189
559	0.0006609411101
560	0.0006575857558
561	0.0006541101802
01727885775
609	0.01718322018
610	0.0170881816
611	0.01699511486
612	0.01690124771
613	0.01680958206
